[574.190378189] 2018-07-25 01:05:46,622 - INFO - launcher: Starting sanity checks
[574.190378189] 2018-07-25 01:05:46,622 - INFO - launcher: Checking for Python 3.5+
[587.184429169] 2018-07-25 01:05:46,635 - INFO - launcher: Checking console encoding
[587.184429169] 2018-07-25 01:05:46,635 - INFO - launcher: Setting console encoding to UTF-8
[587.184429169] 2018-07-25 01:05:46,635 - INFO - launcher: Ensuring we're in the right environment
[618.164539337] 2018-07-25 01:05:46,666 - INFO - launcher: Adding local bins/ folder to path
[619.174718857] 2018-07-25 01:05:46,667 - INFO - launcher: Required checks passed.
[620.162963867] 2018-07-25 01:05:46,668 - INFO - launcher: Optional checks passed.
[632.156133652] 2018-07-25 01:05:46,680 - INFO - launcher: Moving old musicbot log

######################### PRE-RUN SANITY CHECKS PASSED #########################

[29.0101299285888672] 2018-07-25 01:06:15,058 - INFO - musicbot.entry | In entry.py::MainThread(564), line 195 in _download: Download cached: https://www.youtube.com/watch?v=RYnFIRc0k6E
[29.0121226310729980] 2018-07-25 01:06:15,060 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[32.9679667949676514] 2018-07-25 01:06:19,016 - INFO - musicbot.bot | In bot.py::MainThread(564), line 2395 in on_message: 293476598714204162/Pitbull >.<#8769: *skip
[45.4039142131805420] 2018-07-25 01:06:31,452 - INFO - musicbot.bot | In bot.py::MainThread(564), line 2395 in on_message: 293476598714204162/Pitbull >.<#8769: *play ne recunoaște toata România
[50.0945451259613037] 2018-07-25 01:06:36,143 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[51.0420897006988525] 2018-07-25 01:06:37,090 - INFO - musicbot.bot | In bot.py::MainThread(564), line 2395 in on_message: 293476598714204162/Pitbull >.<#8769: *play 16 shots remix
[56.2800891399383545] 2018-07-25 01:06:42,328 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[63.4678132534027100] 2018-07-25 01:06:49,516 - INFO - musicbot.bot | In bot.py::MainThread(564), line 2395 in on_message: 293476598714204162/Pitbull >.<#8769: *play walk it LIKE
[68.1749646663665771] 2018-07-25 01:06:54,223 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[78.9780776500701904] 2018-07-25 01:07:05,026 - INFO - musicbot.bot | In bot.py::MainThread(564), line 2395 in on_message: 293476598714204162/Pitbull >.<#8769: *play Fefe nicky minaj
[83.2407872676849365] 2018-07-25 01:07:09,289 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[86.8699653148651123] 2018-07-25 01:07:12,918 - INFO - musicbot.bot | In bot.py::MainThread(564), line 2395 in on_message: 293476598714204162/Pitbull >.<#8769: *play rockstar remix
[91.1628694534301758] 2018-07-25 01:07:17,211 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[97.7536442279815674] 2018-07-25 01:07:23,802 - INFO - musicbot.bot | In bot.py::MainThread(564), line 2395 in on_message: 293476598714204162/Pitbull >.<#8769: *play never let you down
[102.6546514034271240] 2018-07-25 01:07:28,703 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[108.5894925594329834] 2018-07-25 01:07:34,637 - INFO - musicbot.bot | In bot.py::MainThread(564), line 2395 in on_message: 293476598714204162/Pitbull >.<#8769: *play frumuseii mei
[111.5925505161285400] 2018-07-25 01:07:37,641 - ERROR - musicbot.bot | In bot.py::MainThread(564), line 2515 in on_message: Error in play: PermissionsError: You don't have permission to use that command.
Reason: Song duration exceeds limit (36002 > 1200)
Traceback (most recent call last):
  File "E:\folder discord_BOT\MusicBot\musicbot\bot.py", line 2502, in on_message
    response = await handler(**handler_kwargs)
  File "E:\folder discord_BOT\MusicBot\musicbot\bot.py", line 1457, in cmd_play
    expire_in=30
musicbot.exceptions.PermissionsError: Song duration exceeds limit (36002 > 1200)
[128.6124451160430908] 2018-07-25 01:07:54,660 - INFO - musicbot.bot | In bot.py::MainThread(564), line 2395 in on_message: 293476598714204162/Pitbull >.<#8769: *play frumuseii mei xslayder
[132.5951104164123535] 2018-07-25 01:07:58,643 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[156.2913522720336914] 2018-07-25 01:08:22,339 - INFO - musicbot.bot | In bot.py::MainThread(564), line 2395 in on_message: 293476598714204162/Pitbull >.<#8769: *play pacanele pacanele
[160.1547188758850098] 2018-07-25 01:08:26,203 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[204.9809844493865967] 2018-07-25 01:09:11,029 - INFO - musicbot.bot | In bot.py::MainThread(564), line 2395 in on_message: 303615965596221451/iTirex#7670: *skip
[204.9889838695526123] 2018-07-25 01:09:11,037 - FFMPEG - musicbot.player | In player.py::MainThread(564), line 268 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-RYnFIRc0k6E-Limp_Bizkit_-_Rollin_Air_Raid_Vehicle.webm
[204.9989728927612305] 2018-07-25 01:09:11,047 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[205.0139634609222412] 2018-07-25 01:09:11,062 - INFO - musicbot.entry | In entry.py::MainThread(564), line 219 in _really_download: Download started: https://www.youtube.com/watch?v=J1xFaTfGp_o
[205.0209639072418213] 2018-07-25 01:09:11,069 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[208.6751172542572021] 2018-07-25 01:09:14,723 - INFO - musicbot.entry | In entry.py::MainThread(564), line 229 in _really_download: Download complete: https://www.youtube.com/watch?v=J1xFaTfGp_o
[213.0845811367034912] 2018-07-25 01:09:19,133 - INFO - musicbot.bot | In bot.py::MainThread(564), line 2395 in on_message: 293476598714204162/Pitbull >.<#8769: *skip
[248.0776591300964355] 2018-07-25 01:09:54,126 - INFO - musicbot.bot | In bot.py::MainThread(564), line 2395 in on_message: 303615965596221451/iTirex#7670: *skip
[248.0826530456542969] 2018-07-25 01:09:54,131 - FFMPEG - musicbot.player | In player.py::MainThread(564), line 268 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-J1xFaTfGp_o-Copilul_de_Aur_-_Zapaceste-ma_cucereste-ma_si_iubeste-ma_Oficial_Video.m4a
[248.0866510868072510] 2018-07-25 01:09:54,135 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[248.1046409606933594] 2018-07-25 01:09:54,153 - INFO - musicbot.entry | In entry.py::MainThread(564), line 219 in _really_download: Download started: https://www.youtube.com/watch?v=qdawmbVgEko
[248.1136364936828613] 2018-07-25 01:09:54,162 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[249.9447491168975830] 2018-07-25 01:09:55,993 - INFO - musicbot.entry | In entry.py::MainThread(564), line 229 in _really_download: Download complete: https://www.youtube.com/watch?v=qdawmbVgEko
